predicion,recall
0.07278020378457059,1.0
0.0721048798252003,0.99
0.07215743440233237,0.99
0.07221006564551423,0.99
0.07226277372262774,0.99
0.0723155588020453,0.99
0.07236842105263158,0.99
0.07242136064374542,0.99
0.07247437774524158,0.99
0.07252747252747253,0.99
0.07258064516129033,0.99
0.07263389581804842,0.99
0.07268722466960352,0.99
0.07274063188831742,0.99
0.07279411764705883,0.99
0.0728476821192053,0.99
0.07290132547864507,0.99
0.07295504789977893,0.99
0.07227138643067847,0.98
0.07232472324723248,0.98
0.0723781388478582,0.98
0.07243163340724317,0.98
0.07248520710059171,0.98
0.07253886010362694,0.98
0.0725925925925926,0.98
0.072646404744255,0.98
0.07270029673590504,0.98
0.07280832095096583,0.98
0.07286245353159851,0.98
0.07291666666666667,0.98
0.07297096053611318,0.98
0.07302533532041729,0.98
0.07307979120059657,0.98
0.07238805970149254,0.97
0.07244212098581031,0.97
0.07174887892376682,0.96
0.07180254300673149,0.96
0.0718562874251497,0.96
0.07191011235955057,0.96
0.07196401799100449,0.96
0.07126781695423856,0.95
0.07132132132132132,0.95
0.07137490608564989,0.95
0.07142857142857142,0.95
0.07148231753197894,0.95
0.07153614457831325,0.95
0.07159005275056518,0.95
0.07169811320754717,0.95
0.07175226586102719,0.95
0.07180650037792895,0.95
0.0718608169440242,0.95
0.07191521574564724,0.95
0.07196969696969698,0.95
0.07202426080363912,0.95
0.07207890743550835,0.95
0.0721336370539104,0.95
0.07218844984802432,0.95
0.07224334600760456,0.95
0.0715372907153729,0.94
0.0715917745620716,0.94
0.07164634146341463,0.94
0.07170099160945843,0.94
0.0717557251908397,0.94
0.07186544342507645,0.94
0.07192042846212701,0.94
0.07197549770290965,0.94
0.07203065134099616,0.94
0.07208588957055215,0.94
0.07214121258633922,0.94
0.07219662058371736,0.94
0.0722521137586472,0.94
0.07230769230769231,0.94
0.07236335642802155,0.94
0.0724191063174114,0.94
0.07247494217424827,0.94
0.07253086419753087,0.94
0.07258687258687259,0.94
0.07264296754250386,0.94
0.07269914926527456,0.94
0.07275541795665634,0.94
0.07281177381874517,0.94
0.07286821705426356,0.94
0.07292474786656322,0.94
0.07298136645962733,0.94
0.07303807303807304,0.94
0.07309486780715396,0.94
0.07315175097276265,0.94
0.07320872274143302,0.94
0.0724863600935308,0.93
0.07254290171606864,0.93
0.07259953161592506,0.93
0.07265625,0.93
0.0727130570758405,0.93
0.07276995305164319,0.93
0.0713166144200627,0.91
0.07137254901960784,0.91
0.07142857142857142,0.91
0.07148468185388845,0.91
0.07154088050314465,0.91
0.07159716758457907,0.91
0.07165354330708662,0.91
0.07171000788022065,0.91
0.07176656151419558,0.91
0.07187993680884676,0.91
0.07193675889328063,0.91
0.07199367088607594,0.91
0.07205067300079177,0.91
0.07210776545166403,0.91
0.07216494845360824,0.91
0.07222222222222222,0.91
0.07227958697378872,0.91
0.07233704292527822,0.91
0.07239459029435164,0.91
0.07165605095541401,0.9
0.07171314741035857,0.9
0.07177033492822966,0.9
0.07182761372705507,0.9
0.07188498402555911,0.9
0.072,0.9
0.07205764611689351,0.9
0.07211538461538461,0.9
0.07217321571772253,0.9
0.07223113964686999,0.9
0.07228915662650602,0.9
0.07234726688102894,0.9
0.07246376811594203,0.9
0.072522159548751,0.9
0.07258064516129033,0.9
0.07263922518159806,0.9
0.07269789983844911,0.9
0.07275666936135812,0.9
0.07281553398058252,0.9
0.0728744939271255,0.9
0.07293354943273905,0.9
0.072992700729927,0.9
0.07305194805194805,0.9
0.07311129163281885,0.9
0.07317073170731707,0.9
0.07323026851098453,0.9
0.0732899022801303,0.9
0.07334963325183375,0.9
0.0734094616639478,0.9
0.07346938775510205,0.9
0.07352941176470588,0.9
0.07358953393295176,0.9
0.07364975450081833,0.9
0.07371007371007371,0.9
0.07377049180327869,0.9
0.07389162561576355,0.9
0.07395234182415776,0.9
0.07401315789473684,0.9
0.07407407407407407,0.9
0.07413509060955518,0.9
0.0741962077493817,0.9
0.07425742574257425,0.9
0.07431874483897605,0.9
0.0743801652892562,0.9
0.07361455748552523,0.89
0.07367549668874172,0.89
0.07373653686826843,0.89
0.07379767827529021,0.89
0.07385892116182573,0.89
0.0739817123857024,0.89
0.0740432612312812,0.89
0.07410491257285595,0.89
0.07416666666666667,0.89
0.07422852376980818,0.89
0.07429048414023372,0.89
0.07435254803675856,0.89
0.07441471571906355,0.89
0.07447698744769875,0.89
0.0745393634840871,0.89
0.07460184409052809,0.89
0.07466442953020135,0.89
0.07472712006717044,0.89
0.07478991596638655,0.89
0.07485281749369217,0.89
0.07491582491582492,0.89
0.07413647851727043,0.88
0.07419898819561552,0.88
0.07426160337552742,0.88
0.07432432432432433,0.88
0.07438715131022823,0.88
0.07445008460236886,0.88
0.07451312447078746,0.88
0.07457627118644068,0.88
0.07463952502120441,0.88
0.07470288624787776,0.88
0.07476635514018691,0.88
0.07482993197278912,0.88
0.0748936170212766,0.88
0.07495741056218058,0.88
0.07502131287297528,0.88
0.07508532423208192,0.88
0.07514944491887275,0.88
0.07521367521367521,0.88
0.07527801539777587,0.88
0.07534246575342465,0.88
0.07540702656383891,0.88
0.07547169811320754,0.88
0.07553648068669527,0.88
0.07560137457044673,0.88
0.07566638005159071,0.88
0.0757314974182444,0.88
0.07493540051679587,0.87
0.07413793103448275,0.86
0.07420189818809318,0.86
0.07426597582037997,0.86
0.07433016421780467,0.86
0.07439446366782007,0.86
0.07445887445887446,0.86
0.07452339688041594,0.86
0.0745880312228968,0.86
0.07465277777777778,0.86
0.07471763683753258,0.86
0.07478260869565218,0.86
0.07484769364664925,0.86
0.07491289198606271,0.86
0.07497820401046207,0.86
0.07504363001745201,0.86
0.07510917030567686,0.86
0.07517482517482517,0.86
0.0752405949256343,0.86
0.07530647985989491,0.86
0.07537248028045573,0.86
0.07543859649122807,0.86
0.07550482879719052,0.86
0.07557117750439367,0.86
0.07563764291996482,0.86
0.07570422535211267,0.86
0.07577092511013216,0.86
0.07583774250440917,0.86
0.07590467784642542,0.86
0.07597173144876325,0.86
0.07603890362511052,0.86
0.07610619469026549,0.86
0.07617360496014172,0.86
0.07624113475177305,0.86
0.07630878438331855,0.86
0.0763765541740675,0.86
0.07644444444444444,0.86
0.07651245551601424,0.86
0.07658058771148708,0.86
0.0766488413547237,0.86
0.0767172167707404,0.86
0.07678571428571429,0.86
0.07685433422698838,0.86
0.07692307692307693,0.86
0.07699194270367055,0.86
0.07706093189964158,0.86
0.07713004484304933,0.86
0.07719928186714542,0.86
0.07726864330637916,0.86
0.07733812949640288,0.86
0.07747747747747748,0.86
0.0775473399458972,0.86
0.0776173285198556,0.86
0.07768744354110207,0.86
0.07775768535262206,0.86
0.07782805429864253,0.86
0.07789855072463768,0.86
0.07796917497733455,0.86
0.0780399274047187,0.86
0.07811080835603997,0.86
0.07818181818181819,0.86
0.07825295723384895,0.86
0.07832422586520947,0.86
0.07839562443026436,0.86
0.07846715328467153,0.86
0.07853881278538813,0.86
0.07769652650822668,0.85
0.0777676120768527,0.85
0.07783882783882784,0.85
0.07791017415215398,0.85
0.0779816513761468,0.85
0.0780532598714417,0.85
0.078125,0.85
0.078196872125115,0.85
0.07826887661141804,0.85
0.07834101382488479,0.85
0.07841328413284133,0.85
0.07848568790397045,0.85
0.07855822550831792,0.85
0.0786308973172988,0.85
0.07877664504170528,0.85
0.07884972170686456,0.85
0.07892293407613742,0.85
0.07899628252788105,0.85
0.07906976744186046,0.85
0.07914338919925512,0.85
0.07921714818266543,0.85
0.07929104477611941,0.85
0.07936507936507936,0.85
0.0794392523364486,0.85
0.07951356407857811,0.85
0.07958801498127341,0.85
0.07973733583489681,0.85
0.07981220657276995,0.85
0.07988721804511278,0.85
0.0799623706491063,0.85
0.0800376647834275,0.85
0.08011310084825636,0.85
0.08018867924528301,0.85
0.08026440037771483,0.85
0.08034026465028356,0.85
0.0804162724692526,0.85
0.08049242424242424,0.85
0.08056872037914692,0.85
0.08064516129032258,0.85
0.08072174738841406,0.85
0.08079847908745247,0.85
0.08087535680304472,0.85
0.08095238095238096,0.85
0.08102955195424213,0.85
0.08110687022900763,0.85
0.08022922636103152,0.84
0.0784688995215311,0.82
0.07758620689655173,0.81
0.07766059443911794,0.81
0.07773512476007678,0.81
0.07684918347742556,0.8
0.07692307692307693,0.8
0.07699711260827719,0.8
0.07707129094412331,0.8
0.07714561234329798,0.8
0.07722007722007722,0.8
0.07729468599033816,0.8
0.07736943907156674,0.8
0.07744433688286544,0.8
0.07751937984496124,0.8
0.07759456838021339,0.8
0.07766990291262135,0.8
0.07774538386783285,0.8
0.07782101167315175,0.8
0.07789678675754626,0.8
0.07797270955165692,0.8
0.07804878048780488,0.8
0.07820136852394917,0.8
0.07729941291585127,0.79
0.07639569049951028,0.78
0.07647058823529412,0.78
0.07654563297350343,0.78
0.07669616519174041,0.78
0.07684729064039408,0.78
0.07692307692307693,0.78
0.0769990128331688,0.78
0.07707509881422925,0.78
0.0771513353115727,0.78
0.07722772277227723,0.78
0.07730426164519326,0.78
0.07738095238095238,0.78
0.07745779543197617,0.78
0.0775347912524851,0.78
0.07761194029850746,0.78
0.07768924302788845,0.78
0.07776669990029911,0.78
0.07784431137724551,0.78
0.07792207792207792,0.78
0.078,0.78
0.07807807807807808,0.78
0.0781563126252505,0.78
0.07823470411233702,0.78
0.0783132530120482,0.78
0.07839195979899498,0.78
0.07847082494969819,0.78
0.07854984894259819,0.78
0.07862903225806452,0.78
0.07870837537840565,0.78
0.07878787878787878,0.78
0.0788675429726997,0.78
0.07894736842105263,0.78
0.0790273556231003,0.78
0.07910750507099391,0.78
0.07918781725888324,0.78
0.07934893184130214,0.78
0.07942973523421588,0.78
0.07951070336391437,0.78
0.07959183673469387,0.78
0.07967313585291114,0.78
0.07975460122699386,0.78
0.07983623336745138,0.78
0.07991803278688525,0.78
0.08,0.78
0.08008213552361396,0.78
0.08016443987667009,0.78
0.08024691358024691,0.78
0.08032955715756952,0.78
0.08041237113402062,0.78
0.0804953560371517,0.78
0.08057851239669421,0.78
0.08066184074457083,0.78
0.08074534161490683,0.78
0.08082901554404145,0.78
0.08091286307053942,0.78
0.08099688473520249,0.78
0.08108108108108109,0.78
0.08116545265348596,0.78
0.08125,0.78
0.08133472367049009,0.78
0.081419624217119,0.78
0.08150470219435736,0.78
0.08054393305439331,0.77
0.0806282722513089,0.77
0.08071278825995808,0.77
0.080797481636936,0.77
0.08088235294117647,0.77
0.08096740273396424,0.77
0.08105263157894736,0.77
0.08113804004214963,0.77
0.08122362869198312,0.77
0.08130939809926083,0.77
0.08139534883720931,0.77
0.08148148148148149,0.77
0.0816542948038176,0.77
0.08174097664543524,0.77
0.0818278427205101,0.77
0.08191489361702127,0.77
0.08200212992545261,0.77
0.08208955223880597,0.77
0.08217716115261472,0.77
0.08226495726495726,0.77
0.08235294117647059,0.77
0.08244111349036402,0.77
0.08252947481243302,0.77
0.08261802575107297,0.77
0.08270676691729323,0.77
0.08172043010752689,0.76
0.08180839612486544,0.76
0.08189655172413793,0.76
0.08198489751887811,0.76
0.08207343412526998,0.76
0.08216216216216216,0.76
0.08225108225108226,0.76
0.08234019501625135,0.76
0.08134490238611713,0.75
0.08143322475570032,0.75
0.08152173913043478,0.75
0.08161044613710555,0.75
0.08178844056706652,0.75
0.08187772925764192,0.75
0.08196721311475409,0.75
0.08205689277899343,0.75
0.08223684210526316,0.75
0.08232711306256861,0.75
0.08241758241758242,0.75
0.08250825082508251,0.75
0.08259911894273128,0.75
0.08269018743109151,0.75
0.08278145695364239,0.75
0.08287292817679558,0.75
0.08296460176991151,0.75
0.08305647840531562,0.75
0.08314855875831485,0.75
0.08324084350721421,0.75
0.08333333333333333,0.75
0.08342602892102335,0.75
0.08351893095768374,0.75
0.08361204013377926,0.75
0.08370535714285714,0.75
0.08379888268156424,0.75
0.083986562150056,0.75
0.08408071748878924,0.75
0.08417508417508418,0.75
0.08426966292134831,0.75
0.0843644544431946,0.75
0.08445945945945946,0.75
0.08455467869222097,0.75
0.08465011286681716,0.75
0.0847457627118644,0.75
0.08484162895927602,0.75
0.08493771234428087,0.75
0.08503401360544217,0.75
0.0851305334846765,0.75
0.08522727272727272,0.75
0.08532423208191127,0.75
0.08551881413911061,0.75
0.08561643835616438,0.75
0.08571428571428572,0.75
0.0859106529209622,0.75
0.0860091743119266,0.75
0.08610792192881746,0.75
0.08620689655172414,0.75
0.08630609896432681,0.75
0.08640552995391705,0.75
0.08650519031141868,0.75
0.08660508083140878,0.75
0.08670520231213873,0.75
0.08680555555555555,0.75
0.08690614136732329,0.75
0.08700696055684455,0.75
0.08710801393728224,0.75
0.0872093023255814,0.75
0.08731082654249127,0.75
0.08741258741258741,0.75
0.08634772462077013,0.74
0.08644859813084112,0.74
0.08654970760233918,0.74
0.08665105386416862,0.74
0.08675263774912075,0.74
0.08685446009389672,0.74
0.08695652173913043,0.74
0.08716136631330977,0.74
0.08726415094339622,0.74
0.08736717827626919,0.74
0.08747044917257683,0.74
0.08757396449704143,0.74
0.08767772511848342,0.74
0.08778173190984578,0.74
0.08788598574821853,0.74
0.08799048751486326,0.74
0.0880952380952381,0.74
0.08820023837902265,0.74
0.0883054892601432,0.74
0.08721624850657109,0.73
0.08732057416267942,0.73
0.08742514970059881,0.73
0.08752997601918465,0.73
0.08774038461538461,0.73
0.08784596871239471,0.73
0.08795180722891566,0.73
0.08685162846803378,0.72
0.08695652173913043,0.72
0.08706166868198308,0.72
0.08595641646489104,0.71
0.08606060606060606,0.71
0.08616504854368932,0.71
0.08626974483596597,0.71
0.0851581508515815,0.7
0.08536585365853659,0.7
0.08547008547008547,0.7
0.08567931456548347,0.7
0.08588957055214724,0.7
0.085995085995086,0.7
0.08610086100861009,0.7
0.08620689655172414,0.7
0.08631319358816276,0.7
0.0865265760197775,0.7
0.0853960396039604,0.69
0.08550185873605948,0.69
0.08560794044665013,0.69
0.08571428571428572,0.69
0.08582089552238806,0.69
0.0859277708592777,0.69
0.08603491271820449,0.69
0.08614232209737828,0.69
0.085,0.68
0.08385481852315395,0.67
0.08395989974937343,0.67
0.08406524466750313,0.67
0.08417085427135679,0.67
0.0830188679245283,0.66
0.08312342569269521,0.66
0.0832282471626734,0.66
0.08333333333333333,0.66
0.08343868520859671,0.66
0.08354430379746836,0.66
0.08238276299112801,0.65
0.08248730964467005,0.65
0.08259212198221093,0.65
0.08269720101781171,0.65
0.08290816326530612,0.65
0.08301404853128991,0.65
0.08184143222506395,0.64
0.08194622279129321,0.64
0.08205128205128205,0.64
0.0821566110397946,0.64
0.08226221079691516,0.64
0.08236808236808237,0.64
0.08247422680412371,0.64
0.08258064516129032,0.64
0.082687338501292,0.64
0.08279430789133248,0.64
0.08290155440414508,0.64
0.08300907911802853,0.64
0.08311688311688312,0.64
0.08333333333333333,0.64
0.08344198174706649,0.64
0.0835509138381201,0.64
0.08366013071895424,0.64
0.08376963350785341,0.64
0.08387942332896461,0.64
0.08398950131233596,0.64
0.08409986859395532,0.64
0.08421052631578947,0.64
0.08432147562582346,0.64
0.08443271767810026,0.64
0.0845442536327609,0.64
0.08465608465608465,0.64
0.0847682119205298,0.64
0.08488063660477453,0.64
0.0849933598937583,0.64
0.0851063829787234,0.64
0.085219707057257,0.64
0.08533333333333333,0.64
0.08544726301735647,0.64
0.0855614973262032,0.64
0.0856760374832664,0.64
0.08579088471849866,0.64
0.08590604026845637,0.64
0.08602150537634409,0.64
0.08613728129205922,0.64
0.0862533692722372,0.64
0.08636977058029689,0.64
0.08648648648648649,0.64
0.08660351826792964,0.64
0.08672086720867209,0.64
0.08683853459972862,0.64
0.08695652173913043,0.64
0.08707482993197278,0.64
0.08719346049046321,0.64
0.08731241473396999,0.64
0.08743169398907104,0.64
0.08755129958960328,0.64
0.08767123287671233,0.64
0.0877914951989026,0.64
0.08791208791208792,0.64
0.08803301237964237,0.64
0.0881542699724518,0.64
0.08827586206896551,0.64
0.08839779005524862,0.64
0.08852005532503458,0.64
0.0886426592797784,0.64
0.08876560332871013,0.64
0.08888888888888889,0.64
0.0890125173852573,0.64
0.08774373259052924,0.63
0.08786610878661087,0.63
0.08798882681564246,0.63
0.08811188811188811,0.63
0.08823529411764706,0.63
0.08835904628330996,0.63
0.08848314606741572,0.63
0.08860759493670886,0.63
0.08873239436619719,0.63
0.08885754583921016,0.63
0.08898305084745763,0.63
0.0891089108910891,0.63
0.08923512747875353,0.63
0.08936170212765958,0.63
0.08948863636363637,0.63
0.08961593172119488,0.63
0.08974358974358974,0.63
0.0898716119828816,0.63
0.09,0.63
0.09012875536480687,0.63
0.09025787965616046,0.63
0.09038737446197992,0.63
0.09051724137931035,0.63
